,표준ID,ARS-ID,정류장명,X좌표,Y좌표,비고,지번주소,도로명주소,법정동
253,119900309,20699,밤골.상도역,126.94559436440001,37.5021520208,,서울특별시 동작구 상도동 159-278,서울특별시 동작구 상도로34길 62,상도동
254,119900200,20700,남부교회,126.93228709120001,37.5089709879,,서울특별시 동작구 대방동 17-21,서울특별시 동작구 등용로 86-1,대방동
255,119900199,20701,정금마을,126.9824785209,37.494291214099995,,서울특별시 동작구 동작동 66-29,서울특별시 동작구 동작대로39길 22,동작동
256,119900198,20702,동작고등학교,126.96644424870001,37.4815722629,,서울특별시 동작구 사당동 238-3,서울특별시 동작구 솔밭로 60,사당동
257,119900197,20703,KT동작지사,126.9344730609,37.512180139899996,,서울특별시 동작구 대방동 45-14,서울특별시 동작구 등용로4길 139,대방동
258,119900246,20704,7호선장승배기역2번출구,126.9389672411,37.503932063899995,,서울특별시 동작구 상도동 364-31,서울특별시 동작구 상도로26길 22,상도동
259,119900196,20705,총신대역,126.98197235049999,37.487565297399996,,서울특별시 동작구 사당동 134-1,서울특별시 동작구 동작대로 121-2,사당동
260,119900195,20706,남성초등학교.사당청소년문화의집,126.9749763981,37.4861375742,,서울특별시 동작구 사당동 708-642,서울특별시 동작구 사당로23길 64,사당동
261,119900194,20725,동원베네스트,126.9451749249,37.5034539195,,서울특별시 동작구 상도동 157-40,서울특별시 동작구 상도로36길 39,상도동
262,119900193,20726,신동아정문,126.95125231719999,37.5101499659,,서울특별시 동작구 본동 481-2,서울특별시 동작구 매봉로 134,본동
263,119900192,20727,천주교,126.9670879553,37.4834269187,,서울특별시 동작구 사당동 235-70,서울특별시 동작구 솔밭로 80,사당동
264,119900191,20728,해태타워앞,126.92466074389999,37.4910939039,,서울특별시 동작구 신대방동 708,서울특별시 관악구 보라매로3길 29,신대방동
265,119900190,20729,경성의원.LG전자앞,126.935954556,37.5126188873,,서울특별시 동작구 노량진동 263-9,서울특별시 동작구 노량진로6길 9,노량진동
266,119900189,20730,상도2동주민센터,126.9417827452,37.5050526535,,서울특별시 동작구 상도동 170-1,서울특별시 동작구 상도로 208,상도동
267,119900188,20731,동작상도국주도서관,126.95064175559999,37.5063056141,,서울특별시 동작구 상도1동 528-1,서울특별시 동작구 매봉로 29,상도1동
