,개방서비스명,소재지전체주소,도로명전체주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y)
504,석유판매업,서울특별시 동작구 사당동 86-3번지 ,서울특별시 동작구 동작대로 135 (사당동),(주)성림에너지 남성주유소,주유소,37.48868194,126.9819659
505,석유판매업,서울특별시 동작구 흑석동 9-46번지 ,서울특별시 동작구 현충로 101 (흑석동),SK네트웍스(주) 흑석동주유소,주유소,37.50801327,126.9652682
506,석유판매업,서울특별시 동작구 노량진동 267-6번지 ,서울특별시 동작구 노량진로 78 (노량진동),(주)서우유통에너지,주유소,37.51285095,126.9346533
507,석유판매업,서울특별시 동작구 노량진동 302-259번지 ,서울특별시 동작구 장승배기로19길 34 (노량진동),유니언마켓팅,용제판매소,37.50828585,126.93803
508,석유판매업,서울특별시 동작구 사당동 708-554번지 ,서울특별시 동작구 사당로27길 51 (사당동),팔팔석유,일반판매소,37.48594332,126.9767555
509,석유판매업,서울특별시 동작구 노량진동 148-8번지 ,서울특별시 동작구 노량진로 172 (노량진동),대성산업(주) 노량진주유소,주유소,37.51357446,126.9449081
510,석유판매업,서울특별시 동작구 상도동 204-253번지 ,서울특별시 동작구 장승배기로1길 4 (상도동),에스케이 에너지,일반판매소,37.49999696,126.9424753
511,석유판매업,서울특별시 동작구 노량진동 253-19번지 ,서울특별시 동작구 노량진로10길 49 (노량진동),충남 한진 삼화 오대 석유류,일반판매소,37.51127559,126.9379129
512,석유판매업,서울특별시 동작구 상도동 103-1번지 외 1필지 ,서울특별시 동작구 사당로 59 (상도동),(주)창원 이엔지,주유소,37.49489748,126.9613945
513,석유판매업,서울특별시 동작구 대방동 383-19번지 ,서울특별시 동작구 여의대방로 214 (대방동),지에스칼텍스(주) 대방주유소,주유소,37.50582805,126.9229595
514,석유판매업,서울특별시 동작구 신대방동 686-44번지 ,서울특별시 동작구 시흥대로 616 (신대방동),SK네트웍스(주) 21세기주유소,주유소,37.48712087,126.9056443
515,석유판매업,서울특별시 동작구 신대방동 375-35번지 ,서울특별시 동작구 여의대방로22길 12 (신대방동),제일석유,일반판매소,37.49753494,126.9203974
516,석유판매업,서울특별시 동작구 상도동 468-1번지 ,서울특별시 동작구 상도로 334 (상도동),살피재주유소,주유소,37.49839501,126.9514054
